,id,title,description,director,cast,rating
132,tt0112471,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Richard Linklater,"Ethan Hawke, 
Julie Delpy, 
Andrea Eckert, 
Hanno Pöschl",8.1
143,tt0319061,Big Fish,A frustrated son tries to determine the fact from fiction in his dying father's life.,Tim Burton,"Ewan McGregor, 
Albert Finney, 
Billy Crudup, 
Jessica Lange",8.0
150,tt0211915,Amélie,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",Jean-Pierre Jeunet,"Audrey Tautou, 
Mathieu Kassovitz, 
Rufus, 
Lorella Cravotta",8.3
161,tt0107048,Groundhog Day,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right.",Harold Ramis,"Bill Murray, 
Andie MacDowell, 
Chris Elliott, 
Stephen Tobolowsky",8.1
167,tt8613070,Portrait of a Lady on Fire,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Céline Sciamma,"Noémie Merlant, 
Adèle Haenel, 
Luàna Bajrami, 
Valeria Golino",8.1
172,tt0101414,Beauty and the Beast,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"Gary Trousdale, 
Kirk Wise","Paige O'Hara, 
Robby Benson, 
Jesse Corti, 
Rex Everhart",8.0
198,tt0103639,Aladdin,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Ron Clements, 
John Musker","Scott Weinger, 
Robin Williams, 
Linda Larkin, 
Jonathan Freeman",8.0
203,tt0036868,The Best Years of Our Lives,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",William Wyler,"Myrna Loy, 
Dana Andrews, 
Fredric March, 
Teresa Wright",8.1
204,tt1010048,Slumdog Millionaire,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","Danny Boyle, 
Loveleen Tandan","Dev Patel, 
Freida Pinto, 
Saurabh Shukla, 
Anil Kapoor",8.0
215,tt0053291,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Billy Wilder,"Marilyn Monroe, 
Tony Curtis, 
Jack Lemmon, 
George Raft",8.2
229,tt0038650,It's a Wonderful Life,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Frank Capra,"James Stewart, 
Donna Reed, 
Lionel Barrymore, 
Thomas Mitchell",8.6
234,tt0118694,In the Mood for Love,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,"Tony Chiu-Wai Leung, 
Maggie Cheung, 
Siu Ping-Lam, 
Tung Cho 'Joe' Cheung",8.1
255,tt0061722,The Graduate,A disillusioned college graduate finds himself torn between his older lover and her daughter.,Mike Nichols,"Dustin Hoffman, 
Anne Bancroft, 
Katharine Ross, 
William Daniels",8.0
257,tt0045152,Singin' in the Rain,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Stanley Donen, 
Gene Kelly","Gene Kelly, 
Donald O'Connor, 
Debbie Reynolds, 
Jean Hagen",8.3
268,tt0095765,Cinema Paradiso,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Giuseppe Tornatore,"Philippe Noiret, 
Enzo Cannavale, 
Antonella Attili, 
Isa Danieli",8.5
277,tt0052357,Vertigo,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",Alfred Hitchcock,"James Stewart, 
Kim Novak, 
Barbara Bel Geddes, 
Tom Helmore",8.3
300,tt1305806,The Secret in Their Eyes,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,"Ricardo Darín, 
Soledad Villamil, 
Pablo Rago, 
Carla Quevedo",8.2
324,tt0381681,Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Richard Linklater,"Ethan Hawke, 
Julie Delpy, 
Vernon Dobtcheff, 
Louise Lemoine Torrès",8.1
401,tt0109424,Chungking Express,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",Kar-Wai Wong,"Brigitte Lin, 
Takeshi Kaneshiro, 
Tony Chiu-Wai Leung, 
Faye Wong",8.0
433,tt0053604,The Apartment,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"Jack Lemmon, 
Shirley MacLaine, 
Fred MacMurray, 
Ray Walston",8.3
436,tt0112870,Dilwale Dulhania Le Jayenge,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",Aditya Chopra,"Shah Rukh Khan, 
Kajol, 
Amrish Puri, 
Farida Jalal",8.0
456,tt0067093,Fiddler on the Roof,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",Norman Jewison,"Topol, 
Norma Crane, 
Leonard Frey, 
Molly Picon",8.0
468,tt0093191,Wings of Desire,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Wim Wenders,"Bruno Ganz, 
Solveig Dommartin, 
Otto Sander, 
Curt Bois",8.0
473,tt11229886,Les Misérables: The Staged Concert,Seen by over 120 million people worldwide one of the world's most popular musicals. Now cinema audiences can experience a live broadcast of the musical phenomenon which broke box office records and sold out its entire 16-week season.,"Nick Morris, 
James Powell, 
Jean-Pierre Van Der Spuy","Michael Ball, 
Alfie Boe, 
Carrie Hope Fletcher, 
Matt Lucas",8.6
493,tt0067328,The Last Picture Show,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",Peter Bogdanovich,"Timothy Bottoms, 
Jeff Bridges, 
Cybill Shepherd, 
Ben Johnson",8.0
526,tt0075686,Annie Hall,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Woody Allen,"Woody Allen, 
Diane Keaton, 
Tony Roberts, 
Carol Kane",8.0
564,tt0352248,Cinderella Man,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",Ron Howard,"Russell Crowe, 
Renée Zellweger, 
Craig Bierko, 
Paul Giamatti",8.0
568,tt20850406,Sita Ramam,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.",Hanu Raghavapudi,"Dulquer Salmaan, 
Mrunal Thakur, 
Rashmika Mandanna, 
Sumanth",8.6
589,tt0032976,Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Alfred Hitchcock,"Laurence Olivier, 
Joan Fontaine, 
George Sanders, 
Judith Anderson",8.1
613,tt0046250,Roman Holiday,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,William Wyler,"Gregory Peck, 
Audrey Hepburn, 
Eddie Albert, 
Hartley Power",8.0
652,tt0070460,Day for Night,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",François Truffaut,"Jacqueline Bisset, 
Jean-Pierre Léaud, 
François Truffaut, 
Valentina Cortese",8.0
732,tt0033870,The Maltese Falcon,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",John Huston,"Humphrey Bogart, 
Mary Astor, 
Gladys George, 
Peter Lorre",8.0
751,tt0059573,A Patch of Blue,"A blind, uneducated white girl is befriended by a Black man who becomes determined to help her escape her impoverished and abusive home life by introducing her to the outside world.",Guy Green,"Sidney Poitier, 
Shelley Winters, 
Elizabeth Hartman, 
Wallace Ford",8.0
753,tt0025316,It Happened One Night,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",Frank Capra,"Clark Gable, 
Claudette Colbert, 
Walter Connolly, 
Roscoe Karns",8.1
802,tt0038733,Stairway to Heaven,"A British wartime aviator who cheats death must argue for his life before a celestial court, hoping to prolong his fledgling romance with an American girl.","Michael Powell, 
Emeric Pressburger","David Niven, 
Kim Hunter, 
Robert Coote, 
Kathleen Byron",8.0
859,tt7236034,I Want to Eat Your Pancreas,"A high school student discovers one of his classmates, Sakura Yamauchi, is suffering from a terminal illness. This secret brings the two together, as she lives out her final moments.",Shin'ichirô Ushijima,"Mahiro Takasugi, 
Lynn, 
Yukiyo Fujii, 
Yuma Uchida",8.0
896,tt0111495,Three Colors: Red,A model discovers a retired judge is keen on invading people's privacy.,Krzysztof Kieslowski,"Irène Jacob, 
Jean-Louis Trintignant, 
Frédérique Feder, 
Jean-Pierre Lorit",8.1
900,tt0027977,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Charles Chaplin,"Charles Chaplin, 
Paulette Goddard, 
Henry Bergman, 
Tiny Sandford",8.5
998,tt0018455,Sunrise,"A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he ends up rekindling his romance with his wife when she discovers their scheme.",F.W. Murnau,"George O'Brien, 
Janet Gaynor, 
Margaret Livingston, 
Bodil Rosing",8.1
1024,tt5652768,Across the River and Into the Trees,"Set in post WW2 Venice Italy, American Army Col. Richard Cantwell, haunted by the war, is a bona fide hero who faces news of his illness with stoic disregard. Determined to spend a weekend ...                See full summary »",Paula Ortiz,"Matilda De Angelis, 
Josh Hutcherson, 
Liev Schreiber, 
Danny Huston",8.2
1039,tt0120731,The Legend of 1900,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land.",Giuseppe Tornatore,"Tim Roth, 
Pruitt Taylor Vince, 
Mélanie Thierry, 
Bill Nunn",8.0
1144,tt0050986,Wild Strawberries,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Ingmar Bergman,"Victor Sjöström, 
Bibi Andersson, 
Ingrid Thulin, 
Gunnar Björnstrand",8.1
1187,tt0021749,City Lights,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",Charles Chaplin,"Charles Chaplin, 
Virginia Cherrill, 
Florence Lee, 
Harry Myers",8.5
1198,tt15464742,Kali Jotta,Kali Jotta revolves around the life and struggle of Raabia and her student Anant. Their relationship raises various questions and disagreements towards the politics of gender performativity in Indian cultural system.,Vijay Kumar Arora,"Satinder Sartaaj, 
Ankur Verma, 
Neeru Bajwa, 
Wamiqa Gabbi",8.3
1202,tt0035446,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Ernst Lubitsch,"Carole Lombard, 
Jack Benny, 
Robert Stack, 
Felix Bressart",8.2
1207,tt0039689,Out of the Past,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.",Jacques Tourneur,"Robert Mitchum, 
Jane Greer, 
Kirk Douglas, 
Rhonda Fleming",8.0
1307,tt0028010,My Man Godfrey,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,Gregory La Cava,"William Powell, 
Carole Lombard, 
Alice Brady, 
Gail Patrick",8.0
1325,tt0040725,The Red Shoes,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,"Michael Powell, 
Emeric Pressburger","Anton Walbrook, 
Marius Goring, 
Moira Shearer, 
Robert Helpmann",8.1
1365,tt0293715,My Sassy Girl,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",Jae-young Kwak,"Tae-Hyun Cha, 
Jun Ji-hyun, 
In-mun Kim, 
Song Wok-suk",8.0
1374,tt0072417,A Woman Under the Influence,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",John Cassavetes,"Gena Rowlands, 
Peter Falk, 
Fred Draper, 
Lady Rowlands",8.1
1409,tt22488728,Love Today,"Two young lovers, who are made to exchange their phones for a day and what happens due to that.",Pradeep Ranganathan,"Pradeep Ranganathan, 
Ivana, 
Yogi Babu, 
Raveena Ravi",8.1
1425,tt21205440,Imaginur,A man's quotidian world is suddenly disrupted by strange events when he takes his aging father to the hospital for a check-up. A charitable woman hands him a calling card to the future; a ...                See full summary »,Nik Amir Mustapha,"Beto Kusyairy, 
Diana Danielle, 
Afdlin Shauki, 
Nadiya Nissa",8.0
1430,tt0106332,Farewell My Concubine,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,Kaige Chen,"Leslie Cheung, 
Fengyi Zhang, 
Gong Li, 
You Ge",8.1
1446,tt0037558,Brief Encounter,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",David Lean,"Celia Johnson, 
Trevor Howard, 
Stanley Holloway, 
Joyce Carey",8.0
1479,tt0244316,Yi Yi: A One and a Two...,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.,Edward Yang,"Nien-Jen Wu, 
Elaine Jin, 
Issei Ogata, 
Kelly Lee",8.1
1674,tt0101985,A Brighter Summer Day,"Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax.",Edward Yang,"Chang Chen, 
Lisa Yang, 
Kuo-Chu Chang, 
Elaine Jin",8.3
1676,tt0015324,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Buster Keaton,"Buster Keaton, 
Kathryn McGuire, 
Joe Keaton, 
Erwin Connelly",8.2
1829,tt0374546,"Spring, Summer, Fall, Winter... and Spring",A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,Kim Ki-duk,"Kim Ki-duk, 
Oh Yeong-su, 
Jong-ho Kim, 
Kim Young-min",8.0
1851,tt0063794,War and Peace,The Russian aristocracy prepares for the French invasion on the eve of 1812.,Sergey Bondarchuk,"Lyudmila Saveleva, 
Vyacheslav Tikhonov, 
Sergey Bondarchuk, 
Boris Zakhava",8.3
1923,tt0118843,"Black Cat, White Cat",Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,Emir Kusturica,"Bajram Severdzan, 
Srdjan 'Zika' Todorovic, 
Branka Katic, 
Florijan Ajdini",8.0
1925,tt1128075,Love Exposure,"A bizarre love triangle forms between a young Catholic upskirt photographer, a misandric girl and a manipulative cultist.",Sion Sono,"Takahiro Nishijima, 
Hikari Mitsushima, 
Sakura Ando, 
Yutaka Shimizu",8.0
1927,tt0101640,Raise the Red Lantern,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",Yimou Zhang,"Gong Li, 
Jingwu Ma, 
Saifei He, 
Cuifen Cao",8.1
1960,tt0292490,Dil Chahta Hai,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",Farhan Akhtar,"Aamir Khan, 
Saif Ali Khan, 
Akshaye Khanna, 
Preity G Zinta",8.1
1981,tt0428870,A Moment to Remember,A young couple's enduring love is tested when 27-year-old Su-jin is diagnosed with a rare form of Alzheimer's disease.,John H. Lee,"Jung Woo-sung, 
Son Ye-jin, 
Jong-hak Baek, 
Seon-jin Lee",8.1
1991,tt25598548,Heaven Sent,"Elise, a grandmother hurt by her past, and Patrick, a widowed pastor, have closed the door on love. But with faith and a little help from technology, will their live-streamed romance find a way?",Joanne Hock,"Karen Abercrombie, 
Leon Pridgen, 
Jemarcus Kilgore, 
Charlene Tilton",8.9
2007,tt8652818,Violet Evergarden: The Movie,"After the aftermath of a war, a young girl who was used as a 'tool' for war learned to live. With the scars of burns, she goes back to her past to feel the true feelings of the Major's, ""I love you.""",Taichi Ishidate,"Yui Ishikawa, 
Daisuke Namikawa, 
Takehito Koyasu, 
Hidenobu Kiuchi",8.3
2051,tt0041452,The Heiress,A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.,William Wyler,"Olivia de Havilland, 
Montgomery Clift, 
Ralph Richardson, 
Miriam Hopkins",8.1
2056,tt0015864,The Gold Rush,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",Charles Chaplin,"Charles Chaplin, 
Mack Swain, 
Tom Murray, 
Henry Bergman",8.1
2080,tt25405130,Dada,"A couple in love, accidentally become teenage parents. Unpleasant situations make them fall apart. Manikandan, left alone with his son, struggles as a single teenage father. Fate owns him, bringing Sindhu back into his life.",Ganesh K. Babu,"Pradeep Anthony, 
Bhagyaraj, 
Aishwariyaa Bhaskaran, 
Aparna Das",8.6
2116,tt1562872,Zindagi Na Milegi Dobara,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Zoya Akhtar,"Hrithik Roshan, 
Farhan Akhtar, 
Abhay Deol, 
Katrina Kaif",8.2
2177,tt0346336,The Best of Youth,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,Marco Tullio Giordana,"Luigi Lo Cascio, 
Alessio Boni, 
Jasmine Trinca, 
Adriana Asti",8.5
2203,tt0033045,The Shop Around the Corner,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",Ernst Lubitsch,"Margaret Sullavan, 
James Stewart, 
Frank Morgan, 
Joseph Schildkraut",8.0
2210,tt8110330,Dil Bechara,"The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.",Mukesh Chhabra,"Sushant Singh Rajput, 
Sanjana Sanghi, 
Sahil Vaid, 
Saswata Chatterjee",8.4
2279,tt2082197,Barfi!,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Anurag Basu,"Ranbir Kapoor, 
Priyanka Chopra Jonas, 
Ileana D'Cruz, 
Saurabh Shukla",8.1
2307,tt0351817,The Twilight Samurai,"As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart.",Yôji Yamada,"Hiroyuki Sanada, 
Rie Miyazawa, 
Nenji Kobayashi, 
Ren Ôsugi",8.1
2318,tt7019842,96,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,C. Prem Kumar,"Vijay Sethupathi, 
Adithya Bhaskar, 
Trisha Krishnan, 
Gouri Kishan",8.5
2350,tt0091480,Manon of the Spring,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,Claude Berri,"Yves Montand, 
Emmanuelle Béart, 
Daniel Auteuil, 
Hippolyte Girardot",8.0
2353,tt0071141,Ali: Fear Eats the Soul,"A lonely widow meets a much younger Moroccan worker in a bar during a rainstorm. They fall in love, to their own surprise and to the outright shock of their families, colleagues, and drinking buddies.",Rainer Werner Fassbinder,"Brigitte Mira, 
El Hedi ben Salem, 
Barbara Valentin, 
Irm Hermann",8.0
2515,tt2077886,The Phantom of the Opera at the Royal Albert Hall,"A disfigured musical genius, hidden away in the Paris Opera House, terrorizes the opera company for the unwitting benefit of a young protégée whom he trains and loves.","Nick Morris, 
Laurence Connor","Ramin Karimloo, 
Sierra Boggess, 
Hadley Fraser, 
Wendy Ferguson",8.8
2540,tt0095467,A Short Film About Love,"A naive inexperienced young man spies on a woman who lives across the courtyard, and falls in love with her. He starts using tricks which he hopes will lead to them meeting.",Krzysztof Kieslowski,"Grazyna Szapolowska, 
Olaf Lubaszenko, 
Stefania Iwinska, 
Piotr Machalica",8.2
2575,tt9052870,Chhichhore,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",Nitesh Tiwari,"Sushant Singh Rajput, 
Shraddha Kapoor, 
Varun Sharma, 
Prateik Babbar",8.3
2648,tt0044837,Limelight,A fading comedian and a suicidally despondent ballet dancer must look to each other to find purpose and hope in their lives.,Charles Chaplin,"Charles Chaplin, 
Claire Bloom, 
Nigel Bruce, 
Buster Keaton",8.0
2737,tt23770418,Kaguya-sama: Love Is War - The First Kiss That Never Ends,"Now that Kaguya and Miyuki have shared their first kiss, the time has come for them to truly understand each other and admit their feelings.",Mamoru Hatakeyama,"Yutaka Aoyama, 
Momo Asakura, 
Haruka Fukuhara, 
Makoto Furukawa",8.5
2751,tt0023622,Trouble in Paradise,A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,Ernst Lubitsch,"Miriam Hopkins, 
Kay Francis, 
Herbert Marshall, 
Charles Ruggles",8.0
2785,tt1499666,Castaway on the Moon,A failed suicide attempt leads a heartbroken man to live a life in the wilderness.,Lee Hae-jun,"Jae-yeong Jeong, 
Ryeowon Jung, 
Yeong-seo Park, 
Mi-kyeong Yang",8.0
2810,tt0050634,The Cranes Are Flying,"Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",Mikhail Kalatozov,"Tatyana Samoylova, 
Aleksey Batalov, 
Vasiliy Merkurev, 
Aleksandr Shvorin",8.3
2825,tt0036112,The Life and Death of Colonel Blimp,"From the Boer War through World War II, a soldier rises through the ranks in the British military.","Michael Powell, 
Emeric Pressburger","Roger Livesey, 
Deborah Kerr, 
Anton Walbrook, 
James McKechnie",8.0
2842,tt11416882,Erotic,"Angèle and Adam form a young ideal couple. A few years pass. One evening, they meet again. Strangers to each other, can their love come back to life ?",Alexandre David Lejuez,"Eva Langlet, 
Alexandre David Lejuez",8.1
2939,tt15837716,Stars Fell Again,"Bryce is ready to propose to Madison while they visit her family for Christmas. However, the spontaneous wedding of Madison's sister Harper throws Bryce's perfect proposal plans into a tailspin.",V.W. Scheich,"James Maslow, 
Ciara Hanna, 
Tom Connolly, 
Melissa Kennemore",8.3
3013,tt0037674,Children of Paradise,The theatrical life of a beautiful courtesan in 1830s Paris and the four men who love her.,Marcel Carné,"Arletty, 
Jean-Louis Barrault, 
Pierre Brasseur, 
Pierre Renoir",8.3
3102,tt0038190,A Tree Grows in Brooklyn,"Encouraged by her idealistic if luckless father, a bright and imaginative young woman comes of age in a Brooklyn tenement during the early 1900s.",Elia Kazan,"Dorothy McGuire, 
Joan Blondell, 
James Dunn, 
Lloyd Nolan",8.0
3131,tt2185022,Love on a Leash,"Love takes a furry twist in this slice of romantic comedy. A young woman falls for a stray dog with a secret: by night, it becomes a man. Follow the journey of the golden retriever and the friend who gives him a home.",Fen Tian,"Gloria Winship Ayon, 
Shane Ayon, 
Jana Camp, 
Stephen Kramer Glickman",8.1
3145,tt0109117,Andaz Apna Apna,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,Rajkumar Santoshi,"Aamir Khan, 
Salman Khan, 
Raveena Tandon, 
Karisma Kapoor",8.0
3211,tt8737152,Toma,"Biopic about Toma Zdravkovic, the man who is remembered not only for his songs and the unique way he sang them, but also as a bohemian, both in his behavior and his soul.","Dragan Bjelogrlic, 
Zoran Lisinac","Milan Maric, 
Tamara Dragicevic, 
Petar Bencina, 
Andrija Kuzmanovic",8.7
3306,tt13477638,Love and Love Not,"A cynical philanderer goes home for the holidays, only to be entangled by the woman who broke his heart years ago.",Anthony Cally,"Francesco D'Onofrio, 
Makenna Perkal, 
Afton Boggiano, 
Fabiana Udenio",9.0
3391,tt5943392,Branagh Theatre Live: Romeo and Juliet,"Two teenagers fall in love, but their feuding families and fate itself cause the relationship to end in tragedy.","Rob Ashford, 
Kenneth Branagh, 
Benjamin Caron","Richard Madden, 
Lily James, 
Derek Jacobi, 
Marisa Berenson",8.2
