,id,title,tags
38,tt11866324,Prey,"['Naru,', 'a', 'skilled', 'warrior', 'of', 'the', 'Comanche', 'Nation,', 'fights', 'to', 'protect', 'her', 'tribe', 'against', 'one', 'of', 'the', 'first', 'highly-evolved', 'Predators', 'to', 'land', 'on', 'Earth.', 'AmberMidthunder', 'DakotaBeavers', 'DaneDiLiegro', 'StormeeKipp', 'DanTrachtenberg']"
39,tt3567288,The Visit,"['Two', 'siblings', 'become', 'increasingly', 'frightened', 'by', 'their', ""grandparents'"", 'disturbing', 'behavior', 'while', 'visiting', 'them', 'on', 'vacation.', 'OliviaDeJonge', 'EdOxenbould', 'DeannaDunagan', 'PeterMcRobbie', 'M.NightShyamalan']"
40,tt9639470,Last Night in Soho,"['An', 'aspiring', 'fashion', 'designer', 'is', 'mysteriously', 'able', 'to', 'enter', 'the', '1960s,', 'where', 'she', 'encounters', 'a', 'dazzling', 'wannabe', 'singer.', 'But', 'the', 'glamour', 'is', 'not', 'all', 'it', 'appears', 'to', 'be', 'and', 'the', 'dreams', 'of', 'the', 'past', 'start', 'to', 'crack', 'and', 'splinter', 'into', 'something', 'darker.', 'ThomasinMcKenzie', 'AnyaTaylor-Joy', 'MattSmith', 'DianaRigg', 'EdgarWright']"
41,tt1259521,The Cabin in the Woods,"['Five', 'friends', 'go', 'for', 'a', 'break', 'at', 'a', 'remote', 'cabin,', 'where', 'they', 'get', 'more', 'than', 'they', 'bargained', 'for,', 'discovering', 'the', 'truth', 'behind', 'the', 'cabin', 'in', 'the', 'woods.', 'KristenConnolly', 'ChrisHemsworth', 'AnnaHutchison', 'FranKranz', 'DrewGoddard']"
42,tt2494362,Bone Tomahawk,"['In', 'the', 'dying', 'days', 'of', 'the', 'old', 'west,', 'an', 'elderly', 'sheriff', 'and', 'his', 'posse', 'set', 'out', 'to', 'rescue', 'their', ""town's"", 'doctor', 'from', 'cannibalistic', 'cave', 'dwellers.', 'KurtRussell', 'PatrickWilson', 'MatthewFox', 'RichardJenkins', 'S.CraigZahler']"
44,tt0046876,Creature from the Black Lagoon,"['A', 'strange', 'prehistoric', 'beast', 'lurks', 'in', 'the', 'depths', 'of', 'the', 'Amazonian', 'jungle.', 'A', 'group', 'of', 'scientists', 'try', 'to', 'capture', 'the', 'animal', 'and', 'bring', 'it', 'back', 'to', 'civilization', 'for', 'study.', 'RichardCarlson', 'JulieAdams', 'RichardDenning', 'AntonioMoreno', 'JackArnold']"
45,tt0116367,From Dusk Till Dawn,"['Two', 'criminals', 'and', 'their', 'hostages', 'unknowingly', 'seek', 'temporary', 'refuge', 'in', 'a', 'truck', 'stop', 'populated', 'by', 'vampires,', 'with', 'chaotic', 'results.', 'HarveyKeitel', 'GeorgeClooney', 'JulietteLewis', 'QuentinTarantino', 'RobertRodriguez']"
46,tt0081505,The Shining,"['A', 'family', 'heads', 'to', 'an', 'isolated', 'hotel', 'for', 'the', 'winter', 'where', 'a', 'sinister', 'presence', 'influences', 'the', 'father', 'into', 'violence,', 'while', 'his', 'psychic', 'son', 'sees', 'horrific', 'forebodings', 'from', 'both', 'past', 'and', 'future.', 'JackNicholson', 'ShelleyDuvall', 'DannyLloyd', 'ScatmanCrothers', 'StanleyKubrick']"
47,tt13259610,The Outwaters,"['Four', 'travelers', 'encounter', 'menacing', 'phenomena', 'while', 'camping', 'in', 'a', 'remote', 'stretch', 'of', 'the', 'Mojave', 'Desert.', 'RobbieBanfitch', 'AngelaBasolis', 'ScottSchamell', 'MichelleMay', 'RobbieBanfitch']"
48,tt6644200,A Quiet Place,"['In', 'a', 'post-apocalyptic', 'world,', 'a', 'family', 'is', 'forced', 'to', 'live', 'in', 'silence', 'while', 'hiding', 'from', 'monsters', 'with', 'ultra-sensitive', 'hearing.', 'EmilyBlunt', 'JohnKrasinski', 'MillicentSimmonds', 'NoahJupe', 'JohnKrasinski']"
50,tt1396484,It,"['In', 'the', 'summer', 'of', '1989,', 'a', 'group', 'of', 'bullied', 'kids', 'band', 'together', 'to', 'destroy', 'a', 'shape-shifting', 'monster,', 'which', 'disguises', 'itself', 'as', 'a', 'clown', 'and', 'preys', 'on', 'the', 'children', 'of', 'Derry,', 'their', 'small', 'Maine', 'town.', 'BillSkarsgård', 'JaedenMartell', 'FinnWolfhard', 'SophiaLillis', 'AndyMuschietti']"
56,tt2131532,Hidden,"['A', 'family', 'takes', 'refuge', 'in', 'a', 'bomb', 'shelter', 'to', 'avoid', 'a', 'dangerous', 'outbreak.', 'AlexanderSkarsgård', 'AndreaRiseborough', 'EmilyAlynLind', 'StevenElliot', 'MattDuffer', 'RossDuffer']"
57,tt5715874,The Killing of a Sacred Deer,"['Steven,', 'a', 'charismatic', 'surgeon,', 'is', 'forced', 'to', 'make', 'an', 'unthinkable', 'sacrifice', 'after', 'his', 'life', 'starts', 'to', 'fall', 'apart,', 'when', 'the', 'behavior', 'of', 'a', 'teenage', 'boy', 'he', 'has', 'taken', 'under', 'his', 'wing', 'turns', 'sinister.', 'BarryG.Bernson', 'HerbCaillouet', 'BillCamp', 'RaffeyCassidy', 'YorgosLanthimos']"
58,tt6823368,Glass,"['Security', 'guard', 'David', 'Dunn', 'uses', 'his', 'supernatural', 'abilities', 'to', 'track', 'Kevin', 'Wendell', 'Crumb,', 'a', 'disturbed', 'man', 'who', 'has', 'twenty-four', 'personalities.', 'JamesMcAvoy', 'BruceWillis', 'SamuelL.Jackson', 'AnyaTaylor-Joy', 'M.NightShyamalan']"
59,tt7798634,Ready or Not,"['A', ""bride's"", 'wedding', 'night', 'takes', 'a', 'sinister', 'turn', 'when', 'her', 'eccentric', 'new', 'in-laws', 'force', 'her', 'to', 'take', 'part', 'in', 'a', 'terrifying', 'game.', 'SamaraWeaving', 'AdamBrody', ""MarkO'Brien"", 'HenryCzerny', 'MattBettinelli-Olpin', 'TylerGillett']"
60,tt4263482,The VVitch: A New-England Folktale,"['A', 'family', 'in', '1630s', 'New', 'England', 'is', 'torn', 'apart', 'by', 'the', 'forces', 'of', 'witchcraft,', 'black', 'magic', 'and', 'possession.', 'AnyaTaylor-Joy', 'RalphIneson', 'KateDickie', 'JulianRichings', 'RobertEggers']"
62,tt14253846,Speak No Evil,"['A', 'Danish', 'family', 'visits', 'a', 'Dutch', 'family', 'they', 'met', 'on', 'a', 'holiday.', 'What', 'was', 'supposed', 'to', 'be', 'an', 'idyllic', 'weekend', 'slowly', 'starts', 'unraveling', 'as', 'the', 'Danes', 'try', 'to', 'stay', 'polite', 'in', 'the', 'face', 'of', 'unpleasantness.', 'MortenBurian', 'SidselSiemKoch', 'FedjavanHuêt', 'KarinaSmulders', 'ChristianTafdrup']"
63,tt6857112,Us,"['A', ""family's"", 'serene', 'beach', 'vacation', 'turns', 'to', 'chaos', 'when', 'their', 'doppelgängers', 'appear', 'and', 'begin', 'to', 'terrorize', 'them.', ""LupitaNyong'o"", 'WinstonDuke', 'ElisabethMoss', 'TimHeidecker', 'JordanPeele']"
65,tt12004038,Watcher,"['A', 'young', 'American', 'woman', 'moves', 'with', 'her', 'husband', 'to', 'Bucharest,', 'and', 'begins', 'to', 'suspect', 'that', 'a', 'stranger', 'who', 'watches', 'her', 'from', 'the', 'apartment', 'building', 'across', 'the', 'street', 'may', 'be', 'a', 'local', 'serial', 'killer', 'decapitating', 'women.', 'MaikaMonroe', 'KarlGlusman', 'BurnGorman', 'TudorPetrut', 'ChloeOkuno']"
66,tt1441395,Under the Skin,"['A', 'mysterious', 'young', 'woman', 'seduces', 'lonely', 'men', 'in', 'the', 'evening', 'hours', 'in', 'Scotland.', 'However,', 'events', 'lead', 'her', 'to', 'begin', 'a', 'process', 'of', 'self-discovery.', 'ScarlettJohansson', 'JeremyMcWilliams', 'LynseyTaylorMackay', 'DougieMcConnell', 'JonathanGlazer']"
70,tt1457767,The Conjuring,"['Paranormal', 'investigators', 'Ed', 'and', 'Lorraine', 'Warren', 'work', 'to', 'help', 'a', 'family', 'terrorized', 'by', 'a', 'dark', 'presence', 'in', 'their', 'farmhouse.', 'PatrickWilson', 'VeraFarmiga', 'RonLivingston', 'LiliTaylor', 'JamesWan']"
72,tt0289043,28 Days Later,"['Four', 'weeks', 'after', 'a', 'mysterious,', 'incurable', 'virus', 'spreads', 'throughout', 'the', 'UK,', 'a', 'handful', 'of', 'survivors', 'try', 'to', 'find', 'sanctuary.', 'CillianMurphy', 'NaomieHarris', 'ChristopherEccleston', 'AlexPalmer', 'DannyBoyle']"
73,tt0093437,The Lost Boys,"['After', 'moving', 'to', 'a', 'new', 'town,', 'two', 'brothers', 'discover', 'that', 'the', 'area', 'is', 'a', 'haven', 'for', 'vampires.', 'JasonPatric', 'CoreyHaim', 'DianneWiest', 'BarnardHughes', 'JoelSchumacher']"
75,tt1262416,Scream 4,"['Ten', 'years', 'have', 'passed,', 'and', 'Sidney', 'Prescott,', 'who', 'has', 'put', 'herself', 'back', 'together', 'thanks', 'in', 'part', 'to', 'her', 'writing,', 'is', 'visited', 'by', 'the', 'Ghostface', 'Killer.', 'NeveCampbell', 'CourteneyCox', 'DavidArquette', 'LucyHale', 'WesCraven']"
77,tt1034415,Suspiria,"['A', 'darkness', 'swirls', 'at', 'the', 'center', 'of', 'a', 'world-renowned', 'dance', 'company,', 'one', 'that', 'will', 'engulf', 'the', 'artistic', 'director,', 'an', 'ambitious', 'young', 'dancer,', 'and', 'a', 'grieving', 'psychotherapist.', 'Some', 'will', 'succumb', 'to', 'the', 'nightmare.', 'Others', 'will', 'finally', 'wake', 'up.', 'ChloëGraceMoretz', 'TildaSwinton', 'DorisHick', 'MalgorzataBela', 'LucaGuadagnino']"
79,tt8332922,A Quiet Place Part II,"['Following', 'the', 'events', 'at', 'home,', 'the', 'Abbott', 'family', 'now', 'face', 'the', 'terrors', 'of', 'the', 'outside', 'world.', 'Forced', 'to', 'venture', 'into', 'the', 'unknown,', 'they', 'realize', 'the', 'creatures', 'that', 'hunt', 'by', 'sound', 'are', 'not', 'the', 'only', 'threats', 'lurking', 'beyond', 'the', 'sand', 'path.', 'EmilyBlunt', 'MillicentSimmonds', 'CillianMurphy', 'JohnKrasinski', 'JohnKrasinski']"
80,tt1148204,Orphan,"['A', 'husband', 'and', 'wife', 'who', 'recently', 'lost', 'their', 'baby', 'adopt', 'a', '9-year-old', 'girl', 'who', 'is', 'not', 'nearly', 'as', 'innocent', 'as', 'she', 'appears.', 'VeraFarmiga', 'PeterSarsgaard', 'IsabelleFuhrman', 'CCHPounder', 'JaumeCollet-Serra']"
82,tt15090124,Mad God,"['The', 'Assassin', 'travels', 'through', 'a', 'nightmare', 'underworld', 'of', 'tortured', 'souls,', 'ruined', 'cities', 'and', 'wretched', 'monstrosities', 'forged', 'from', 'the', 'primordial', 'horrors', 'of', 'the', 'unconscious', 'mind', 'of', 'Phil', 'Tippett,', 'the', ""world's"", 'preeminent', 'stop-motion', 'animator.', 'AlexCox', 'NiketaRoman', 'SatishRatakonda', 'HarperTaylor', 'PhilTippett']"
83,tt0816711,World War Z,"['Former', 'United', 'Nations', 'employee', 'Gerry', 'Lane', 'traverses', 'the', 'world', 'in', 'a', 'race', 'against', 'time', 'to', 'stop', 'a', 'zombie', 'pandemic', 'that', 'is', 'toppling', 'armies', 'and', 'governments', 'and', 'threatens', 'to', 'destroy', 'humanity', 'itself.', 'BradPitt', 'MireilleEnos', 'DaniellaKertesz', 'JamesBadgeDale', 'MarcForster']"
84,tt5918982,Possessor,"['An', 'agent', 'works', 'for', 'a', 'secretive', 'organization', 'that', 'uses', 'brain-implant', 'technology', 'to', 'inhabit', 'other', ""people's"", 'bodies', '-', 'ultimately', 'driving', 'them', 'to', 'commit', 'assassinations', 'for', 'high-paying', 'clients.', 'AndreaRiseborough', 'ChristopherAbbott', 'JenniferJasonLeigh', 'RossifSutherland', 'BrandonCronenberg']"
85,tt2798920,Annihilation,"['A', 'biologist', 'signs', 'up', 'for', 'a', 'dangerous,', 'secret', 'expedition', 'into', 'a', 'mysterious', 'zone', 'where', 'the', 'laws', 'of', 'nature', ""don't"", 'apply.', 'NataliePortman', 'JenniferJasonLeigh', 'TessaThompson', 'BenedictWong', 'AlexGarland']"
86,tt0084787,The Thing,"['A', 'research', 'team', 'in', 'Antarctica', 'is', 'hunted', 'by', 'a', 'shape-shifting', 'alien', 'that', 'assumes', 'the', 'appearance', 'of', 'its', 'victims.', 'KurtRussell', 'WilfordBrimley', 'KeithDavid', 'RichardMasur', 'JohnCarpenter']"
87,tt0884328,The Mist,"['A', 'freak', 'storm', 'unleashes', 'a', 'species', 'of', 'bloodthirsty', 'creatures', 'on', 'a', 'small', 'town,', 'where', 'a', 'small', 'band', 'of', 'citizens', 'hole', 'up', 'in', 'a', 'supermarket', 'and', 'fight', 'for', 'their', 'lives.', 'ThomasJane', 'MarciaGayHarden', 'LaurieHolden', 'AndreBraugher', 'FrankDarabont']"
90,tt0108473,The Vanishing,"['The', 'boyfriend', 'of', 'an', 'abducted', 'woman', 'never', 'gives', 'up', 'the', 'search', 'as', 'the', 'abductor', 'looks', 'on.', 'JeffBridges', 'KieferSutherland', 'NancyTravis', 'SandraBullock', 'GeorgeSluizer']"
91,tt10399608,Piggy,"['An', 'overweight', 'teen', 'is', 'bullied', 'by', 'a', 'clique', 'of', 'cool', 'girls', 'poolside', 'while', 'holidaying', 'in', 'her', 'village.', 'The', 'long', 'walk', 'home', 'will', 'change', 'the', 'rest', 'of', 'her', 'life.', 'LauraGalán', 'RichardHolmes', 'CarmenMachi', 'IreneFerreiro', 'CarlotaPereda']"
94,tt13403046,Fresh,"['FRESH', 'follows', 'Noa', '(Daisy', 'Edgar-Jones),', 'who', 'meets', 'the', 'alluring', 'Steve', '(Sebastian', 'Stan)', 'at', 'a', 'grocery', 'store', 'and', '-', 'given', 'her', 'frustration', 'with', 'dating', 'apps', '-', 'takes', 'a', 'chance', 'and', 'gives', 'him', 'her', 'number.', 'DaisyEdgar-Jones', 'SebastianStan', 'JojoT.Gibbs', 'AndreaBang', 'MimiCave']"
95,tt0070047,The Exorcist,"['When', 'a', 'teenage', 'girl', 'is', 'possessed', 'by', 'a', 'mysterious', 'entity,', 'her', 'mother', 'seeks', 'the', 'help', 'of', 'two', 'priests', 'to', 'save', 'her', 'daughter.', 'EllenBurstyn', 'MaxvonSydow', 'LindaBlair', 'LeeJ.Cobb', 'WilliamFriedkin']"
96,tt0054215,Psycho,"['A', 'Phoenix', 'secretary', 'embezzles', '$40,000', 'from', 'her', ""employer's"", 'client,', 'goes', 'on', 'the', 'run', 'and', 'checks', 'into', 'a', 'remote', 'motel', 'run', 'by', 'a', 'young', 'man', 'under', 'the', 'domination', 'of', 'his', 'mother.', 'AnthonyPerkins', 'JanetLeigh', 'VeraMiles', 'JohnGavin', 'AlfredHitchcock']"
97,tt0093773,Predator,"['A', 'team', 'of', 'commandos', 'on', 'a', 'mission', 'in', 'a', 'Central', 'American', 'jungle', 'find', 'themselves', 'hunted', 'by', 'an', 'extraterrestrial', 'warrior.', 'ArnoldSchwarzenegger', 'CarlWeathers', 'KevinPeterHall', 'ElpidiaCarrillo', 'JohnMcTiernan']"
98,tt0119081,Event Horizon,"['A', 'rescue', 'crew', 'investigates', 'a', 'spaceship', 'that', 'disappeared', 'into', 'a', 'black', 'hole', 'and', 'has', 'now', 'returned...with', 'someone', 'or', 'something', 'new', 'on-board.', 'LaurenceFishburne', 'SamNeill', 'KathleenQuinlan', 'JoelyRichardson', 'PaulW.S.Anderson']"
101,tt1029234,Martyrs,"['A', 'young', ""woman's"", 'quest', 'for', 'revenge', 'against', 'the', 'people', 'who', 'kidnapped', 'and', 'tormented', 'her', 'as', 'a', 'child', 'leads', 'her', 'and', 'a', 'friend,', 'who', 'is', 'also', 'a', 'victim', 'of', 'child', 'abuse,', 'on', 'a', 'terrifying', 'journey', 'into', 'a', 'living', 'hell', 'of', 'depravity.', 'MorjanaAlaoui', 'MylèneJampanoï', 'CatherineBégin', 'RobertToupin', 'PascalLaugier']"
102,tt8228288,The Platform,"['A', 'vertical', 'prison', 'with', 'one', 'cell', 'per', 'level.', 'Two', 'people', 'per', 'cell.', 'Only', 'one', 'food', 'platform', 'and', 'two', 'minutes', 'per', 'day', 'to', 'feed.', 'An', 'endless', 'nightmare', 'trapped', 'in', 'The', 'Hole.', 'IvanMassagué', 'ZorionEguileor', 'AntoniaSanJuan', 'EmilioBuale', 'GalderGaztelu-Urrutia']"
103,tt5109784,Mother!,"['A', ""couple's"", 'relationship', 'is', 'tested', 'when', 'uninvited', 'guests', 'arrive', 'at', 'their', 'home,', 'disrupting', 'their', 'tranquil', 'existence.', 'JenniferLawrence', 'JavierBardem', 'EdHarris', 'MichellePfeiffer', 'DarrenAronofsky']"
104,tt6535880,Haunt,"['On', 'Halloween,', 'a', 'group', 'of', 'friends', 'encounter', 'an', '""extreme""', 'haunted', 'house', 'that', 'promises', 'to', 'feed', 'on', 'their', 'darkest', 'fears.', 'The', 'night', 'turns', 'deadly', 'as', 'they', 'come', 'to', 'the', 'horrifying', 'realization', 'that', 'some', 'nightmares', 'are', 'real.', 'KatieStevens', 'WillBrittain', 'LaurynAlisaMcClain', 'AndrewLewisCaldwell', 'ScottBeck', 'BryanWoods']"
105,tt0120082,Scream 2,"['Two', 'years', 'after', 'the', 'first', 'series', 'of', 'murders,', 'as', 'Sidney', 'acclimates', 'to', 'college', 'life,', 'someone', 'donning', 'the', 'Ghostface', 'costume', 'begins', 'a', 'new', 'string', 'of', 'killings.', 'NeveCampbell', 'CourteneyCox', 'DavidArquette', 'JadaPinkettSmith', 'WesCraven']"
