,id,title,description,director,cast,rating
5373,tt21343836,TeraStorm,A team of superheroes unites in an attempt to vanquish an ancient wizard who threatens to destroy the earth with a powerful mysterious artifact.,Andrew Kaggia,"Melvin Alusa, 
Mungai Kiroga, 
Peter Mudamba, 
Sarah Muhoho",8.7
5383,tt14879560,Kaizoku Sentai: Ten Gokaiger,"The 35th Super Sentai is an unbelievable team that uses the powers of previous teams to fight. They are the Kaizoku Sentai Gokaiger. Though they came to Earth seeking the ""greatest treasure...                See full summary »",Shôjirô Nakazawa,"Ryôta Ozawa, 
Yûki Yamada, 
Mao Ichimichi, 
Kazuki Shimizu",8.6
5393,tt3139486,Stranger in the Dunes,A troubled married couple and their long-lost friend become ensnared in a supernatural phenomena while vacationing at an isolated beach house.,Nicholas Bushman,"Delphine Chanéac, 
Andrew Hovelson, 
Mike Dwyer",8.6
5402,tt9750288,Eleven Eleven,"Set on the island planet of Kairos Linea, Eleven Eleven is a multi-linear narrative that places users in the center of the action as its inhabitants count down the final 11 minutes and 11 ...                See full summary »",Keith Arem,"Paul-Mikél Williams, 
Enuka Okuma, 
Necar Zadegan, 
Chris Tergliafera",8.6
5412,tt9691846,Neon Tank,"In a neon-lit world where death is just a transition, a skilled hacker confronts his own values as he navigates a society of soul-traders.",Mikey Bharj,"Mikey Bharj, 
Paul Reynolds, 
Gomes Garcia, 
Katrina Anne Ward",9.8
5571,tt7789478,Mirror's Edge Catalyst: Alpha,"Information is heavily monitored in an urban metropolis, ruled by what is known as The Conglomerate. The need to transfer data outside of prying eyes gives rise to a new profession: Runners...                See full summary »",Francois D,"Natsuko Aoike, 
Barret Horiuchi, 
Johnny Lechner, 
David Chattam",8.7
5694,tt18560214,Backwards Faces,Quantum mechanics and the many-worlds interpretation make the morning after a one night stand between a theoretical physicist and a man from a different universe one to remember.,Chris Aresco,"Andrew Morra, 
Lennon Sickels",9.2
5697,tt8714784,Turning Mecard W: The Secret of Van dine - Special Edition,"Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and ...                See full summary »",Heon Pyo Hong,So Yeon,9.4
5726,tt22180338,Opium,Five short stories attempts to examine the religious situation in India from multiple perspectives.,Aman Sachdeva,"Anirban Bhattacharyya, 
Manu Rishi Chadha, 
Sharib Hashmi, 
Geetika Vidya Ohlyan",8.2
5732,tt22636970,Underneath: Children of the Sun,"This time and dimension spanning epic is a captivating and mind-bending Afrofuturist story that embarks on a breathtaking journey of galactic politics, heritage, and destiny. In 1857, a ...                See full summary »",David Kirkman,"Nahom Assefa, 
Jordan Charles Walker, 
Julisa Powell, 
Ezekiel Olukoya",8.4
5745,tt24074470,Cocktail,The murders of three young girls are committed in a single night by a person dressed up as Joker. Can Vikram rescue himself from these murder cases? Will the cops arrest the real psycho killer?,Sriram Babu,"Viren Keshav, 
Charishma, 
Ramesh Pandit, 
Shivamani",8.3
5792,tt22170788,Aikamies,The world of a lonely bouncer comes to a halt when he runs into a familiar woman - with whom he hasn't met before. The encounter sets both at stake - the hopes for true love and his sense of reality.,Samppa Batal,"Matti Pajulahti, 
Annika Hartikka, 
Jaana Saarinen, 
Joel Hirvonen",8.0
5841,tt6992030,Once Upon a Superhero,"On the streets of Hollywood a self proclaimed Super Hero plummets into a world of drug induced confusion and loss of self , while desperately awaiting the return of his lost Superpowers in order to return to his home : the sun",John M Kline,"Adam Marcinowski, 
Yvette Monreal, 
Ron Bush, 
Jason Austin Cousins",8.1
5873,tt5871184,Mobile Suit Gundam: The Origin III - Dawn of Rebellion,"Having faked his death at the cost of his friend, Édouard assumes the role of Char and undergoes training as a Zeon soldier.","Takashi Imanishi, 
Yoshikazu Yasuhiko","Shûichi Ikeda, 
Tetsuya Kakihara, 
Tomoaki Maeno, 
Jin Urayama",8.0
5883,tt4793436,1 + 1 = 11,"A Science Fiction feature about a young woman who, tormented with guilt after her involvement in a random tragic incident, travels back in time across all timelines in the hope of redeeming herself.",Martyn Park,"Sian Katelyn Crane, 
Jonathan Lee Jones, 
Esther Hannaford, 
Raj Krishnan",8.5
5913,tt7232940,Herobrine Origins: The Movie,Will Steve learn to control his powers? Or will he kill everyone in the world?,Will Evans,"Dane Dimension, 
Paul Hikari, 
Paul Giannotta, 
Mavis",8.0
5952,tt26589967,Time's Paradox,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »",Juwel Chowdhury,"Juwel Chowdhury, 
Ricky Riyaf",10.0
5957,tt5812442,Neurogenesis,"In the near future, mysterious loner Pearl, tracks down and acquires outlawed AI circuitry to sell on the black market to the highest bidder.",Michael Samer,"Victoria Ferrara, 
Nic Westaway, 
Gary Boulter, 
Anthony Darvall",8.2
6000,tt3430032,Gogola,"A scientist must find a way to destroy a giant, prehistoric beast that has been ravaging the city.",Balwant Dave,"Tabassum Govil, 
Azaad Irani, 
Nayam Palli, 
Polson",8.2
6008,tt11772670,Máquina para ver el alma,"Valeria, a young woman scientist, seeks to demonstrate the existence of a type of energy typical of living beings, struggling with the rigid system of beliefs in a scientific world ruled by men.","Ana Laura Monserrat, 
Nahuel Srnec","Jenni Merla, 
Juan Cruz Márquez de la Serna, 
Camila Blasco, 
Katherine Mena",8.7
6153,tt3739806,How to Time Travel,"How To Time Travel follows the character of Jones. Jones proposes to his girlfriend only to receive the worst possible reply, 'No'. Not being able to handle the heartbreak, Jones works on ...                See full summary »",Samuel Sheffield,"Adam Balales, 
Ryan A. Murphy, 
Tarah Carey, 
Amy Elizabeth Price",8.7
6197,tt14179838,Carrie and Jess Save the Universe!,"Carrie and Jess, a couple of rad besties, take a vacation to the Beach Planet, but their plans are interrupted when they encounter the heinous Space Queen, who's using a portable black hole to usurp power from the President of Earth.",Joshua Courtade,"Samantha Berends, 
Lydia Keen, 
Kristin Mellian, 
Robert William Ford",8.6
6204,tt20202992,Fairy Folk,Thorny questions of love and sexuality take centre stage in this magical realist drama in which a genderless woodland being crashes into the lives of a jaded couple.,Karan Gour,"Mukul Chadda, 
Rasika Dugal, 
Nikhil Desai, 
Asmit Pathare",8.3
6432,tt19718296,The Future of Us,"An adventure set in the future about the lives of the 3 kids learning to find their way in this future world, and finding themselves mixed up in a lot of trouble.",Samuel L. Pierce,"Samuel L. Pierce, 
Karl Anderson, 
Armaan Khanuja, 
Tyler Akintson",8.3
6479,tt2886714,Maybe Someday,"Hal Donnelly, a hopeless 20-something slacker, gets his life back on track with the help of a teenage girl claiming to be his daughter from the future",Ryan Moulton,"Michael McKiddy, 
Kim Matula, 
Saige Ryan, 
Eden Malyn",8.1
6489,tt9378600,Noise,A man deafened by an accident begins to hear the thoughts of other people and uses the ability to investigate the disappearance of a missing girl.,Jeremy Laval,"Guillaume Duhesme, 
Bérangère Mc Neese, 
Christophe Perez, 
Jeff Turmeau",8.5
6581,tt2101405,New Prime,"Two bounty hunters attempt to take down a terrorist known as ""The Phantom"" and to save the planet, New Prime.",Olan Rogers,"Brett Driver, 
Sara Freites, 
Thomas Gore, 
Chris Kendall",8.6
6607,tt2226639,Voltes V,"From the far planet Boazan, an evil race is coming to conquer the Earth. Enter Voltus V, the Earth's ultimate defense, an electromagnetic machine commanded by five skilled pilots. They will...                See full summary »",Jun Urbano,"Chiquito, 
Elizabeth Oropesa, 
Panchito, 
Tange",8.4
6621,tt7513360,Enipheres,"After realizing she is the link to saving the inhabitants of earth, one woman and her allies take on a corrupt organization to save the planet and humanity.","Rachel F. Betts, 
Mike Breyer","Lynne Newton, 
Mike Breyer, 
Jason Washington, 
Mizo Ghendar",8.2
6679,tt6361210,Tamarrud,"The CDC was supposed to help the citizens by creating Pax-A, a cure for everything. The country became divided as people got sick and overrun by the scavengers. Can the rebels find a cure or will the CDC silence them?",Maverick Knox,"Brian Rocha, 
Michael Burns Jr., 
Katie Carroll, 
Ty Christensen",8.7
6732,tt13671168,Blue Sunset,"Blue Sunset is the first Italian Cyberpunk film of the new millennium, a colorful cyberpunk story that evokes the glorious sci-fi visuals of the 80s, without neglecting the nihilism typical of the genre.",Domiziano Cristopharo,"Daniele Arturi, 
Irene Baruffetti, 
Antonio Ciro Cerreta, 
Alessio Cherubini",8.4
6745,tt6576586,The Job Interview,"Three powerful men have been invited to a meeting which will change one of their lives forever. Money and power are all they care about. They fear no man. They will come to fear ""The Job Interview"".","Sid Burston, 
Ernest Serrano, 
Philip Thornton","Dawna Lee Heising, 
Patrice Fisher, 
Michael Joseph Pierce, 
Rodney Damon Collins",8.4
6781,tt18375590,Omar Sheriff,What happens when the biggest band in Norway get writer's block and buys an AI to help them write.,Kavar Singh,"Magdi Omar Ytreeide Abdelmaguid, 
Chirag Rashmikant Patel",8.4
6804,tt5864562,Fluffy Marky: Vol 1,Mark and his Trio of Terror have perfected a reign of terror at school until the day he wakes up to find himself transformed into a puppet. Now harmless and suffering from the shock of his ...                See full summary »,Benoit Lach,"Sylvio Archambault, 
Marie-Ève Beauregard, 
Sandrine Bisson, 
Marguerite Bouchard",8.3
6812,tt0844915,Pox,The Manson family meets Austin Powers.,Lisa Hammer,"Chris Oleary, 
Kim Helms, 
Levi Wilson, 
Sue Fletcher",8.0
6877,tt0447160,GB: 2525,"Los Angeles, 2525: The future is here. And the Latinos are pissed. A truce is shattered when a drive-by shooting rocks the barrios of the desolate City of Angels.","Kieron Estrada, 
JoJo Henrickson","Frank Alvarez, 
Jossara Jinaro, 
Bern Martinez, 
JoJo Henrickson",8.1
6922,tt9332122,Lupinranger vs. Patranger vs. Kyuranger,Lupinrangers are abducted by someone from a parallel universe. The Patrangers arrested Lucky who just arrived at the scene of the investigation. Lucky then tried to explain that he's a member of the Kyuranger and the Earth is in danger.,Hiroyuki Katô,"Asahi Itou, 
Shôgo Hama, 
Haruka Kudo, 
Kousei Yuuki",8.0
6968,tt3816908,Inimigo Desconhecido: Enemy Unknown,"A group of mercenaries, goes on a rescue mission to save a group of soldiers in enemy lines, but when they get there, they find something never seen before, now they must join forces to survive this hellish nightmare.",Rui Constantino,"Rui Constantino, 
Robinson Cohen, 
Jeremiah Gun, 
Caleb Angel",8.1
6987,tt5171442,Grand View Blvd.,"Nearing the end of his time on earth, a defrocked guru from the 60's lures the son he's never met into creating a film about his extraordinary and bizarre life.",Spencer McCall,"Wylie Herman, 
Boston Blake, 
Mikey Effie, 
Arye Bender",8.0
6992,tt19812358,Battleworld,"The Epix go on their final adventure, fighting alongside their previous foe, Grand Admiral Thrawn, to defeat their cruelest threat ever, Darth Progenius. A fearsome foe with an evil apprentice, Bully Maguire.",Joseph Collins III,"Warren Beau, 
James Coles, 
J. A Collins III, 
Joseph Collins III",8.1
7057,tt14654904,The Contact Enigma,Three people become connected through mysterious circumstances involving electronic devices which spontaneously appeared in their world.,Joel Shelton,"Ben Hoilman, 
Julie Nutter, 
Jason Smalling, 
Lance Metcalf",8.6
7157,tt13654944,The Phantom Lake Kids in the Unseen Invasion,"Stuck in their house during a government-mandated worldwide quarantine, the Phantom Lake Kids (Danny Johnson, his sisters Alice and Evelyn, and their wacky friends Butch, Chip, and Billy ...                See full summary »",Christopher R. Mihm,"Caleb Frank, 
Alice Mihm, 
Daniel Mihm, 
David Mihm",8.2
7190,tt13937232,Self Quarantined,Three women dealing with social isolation resulting from a worldwide pandemic and trauma in their personal lives decide to get away from it all and go on a mountain retreat together. While ...                See full summary »,Keith B. Plummer,"Michelle l Lamb, 
Mahogany Raspberry, 
Stacee Nino, 
Tomathan McGinnis",8.3
7247,tt2243192,Ultraman Cosmos vs. Ultraman Justice: The Final Battle,"Once again, Musashi has encounter Ultraman Cosmos. Now Ultraman Cosmos has gained some new modes to defeat Scropis. Musashi has joined Team Sea to save the Blue Area. But there is ...                See full summary »",Kitaura Shimi,"Taiyô Sugiura, 
Daisuke Shima, 
Kaori Sakagami, 
Hidekazu Ichinose",8.2
7272,tt1652415,Condition,Two women escaping a catastrophe look for salvation in sound and nature.,Andrei Severny,"Jessica Kaye, 
Ella Lentini, 
Steve Moshier",8.3
7359,tt10167116,The Marked,"In a futuristic dystopian world young women are remote viewers for the government. A remote viewer, on a journey to deliver a family heirloom, must decide whether she will die as a hero or escape to live the life of a regular teenager.",Laura Duval,"Dari Lynn Griffin, 
Diana Boylston, 
Rebecca Collins, 
Taylor Cornist",8.5
7364,tt6279258,Where the Water Runs,"In order to gain immunity from a robbery gone bad, an African-American misfit must infiltrate an eco-lutionary activist group from South Central L.A in hopes of learning their grand plan to...                See full summary »",DuBois Ashong,"Darryl Dunning II, 
Bria Wade, 
Joseph Callari, 
Kenajuan Bentley",8.1
7369,tt14039842,One Left,"Feeling responsible for the death of his friend at the hands of an unseen creature, a man begins to question his own existence. He goes on a soul-shaking journey to find the one thing that could prevent the end of the world.",Chandler Balli,"Chandler Balli, 
Addison Chapman, 
Shara Kirby, 
Travis Lee Prine",8.4
7453,tt11962916,Blood Mixed,Our hero is cursed with immortality and the ability to see the dead. His only cure is to find the living descendants of his former slave master for answers.,Mahaliel Bethea,"Khalil Abdullah, 
Bondari Ana, 
Abdul Aziz, 
Michael Damian Bailey",8.1
7499,tt24053810,Fixion,"Ted has a mission. In his journey, he will cross paths with people who dare to break the silence of the world to share an idea worth spreading.",Juan Marciano Ferrero,"Mumo Oviedo, 
Eugenia Zicavo, 
Francisco Mangiaterra, 
Emiliano Piscitelli",9.3
7516,tt23865064,Metamorphosis,Researchers become trapped in their facility when a mutant T-Rex escapes from its cage. Unable to defend themselves from the creature they turn to other mutant animals in order to escape being eaten.,Chen Liang Yan,"Shuang Gao, 
Sun Jia Qi, 
Ruiqi Sun, 
Wang Xing-Chen",8.6
7527,tt3770750,Tomorrow Ever After,"When a historian living in the year 2592 time-travels to 2015, she navigates the societal woes that she's read about in history books.",Ela Thier,"Caitlin Mehner, 
Carolina Ravassa, 
Dawn Young, 
Valéry Lessard",8.5
7531,tt5038806,Infinitium,"In a world of darkness and fear, ruled by mercenary's and savages, the search for the ring of INFINITIUM, has led a girl and her friends to a forsaken land, after discovering the secret of the ring, she must reach safety.",Rui Constantino,"Rui Constantino, 
Robinson Cohen, 
Palash Lokest, 
Paulo Constantino",8.4
7547,tt6163990,Ananda: Rise of Notra,The new challenges awaits in the new world for the people of the previous. The place entitled 'Ananda',Nyo Min Lwin,"Soe Yan Aung, 
Sai Hlwan, 
Thar Nyi, 
Nann Su Oo",8.2
7555,tt4225732,I Am You Are Everyone,"In the 1960s, 40 years after Leo's father created the Mannequins, every person has their own Mannequin as a personal assistant. During this time corporations become the new superpowers of ...                See full summary »",Rishab Gulati,"Clayton Nemrow, 
Jeff Miller, 
Sam Meader, 
Nina Rausch",8.4
7566,tt12234276,Lock-In,"When Earth's worldwide communications network is hi-jacked by a flamboyant alien entity named Flogg, humankind learns that it is about to become the subject of an intergalactic experiment.","Dan Beckmann, 
Erinn Dearth","Braxton Allen, 
Genevieve Amigone, 
Martha Armstrong-Benjamin, 
Kira Arrington",8.3
7570,tt2069977,Walrus,"On the outside, it's a story of underground arm wrestling, alien abduction and betrayal. On the inside it's a tale of friendship and accepting people for who they are.",Mickey Reece,"Nehemiah Alexander, 
Steve Brann, 
Rebecca Cox, 
Chris Harris",8.4
7588,tt9020558,Hollywood Burn,Popular culture references are marshalled in a critique of copyright.,Soda Jerk,"Dan Aykroyd, 
Bette Davis, 
Mark Hamill, 
Daryl Hannah",8.8
7710,tt12814530,"Theoretically, a paranoid conspiratorial phone call","When it is the time to shape reality, the spy world calls The Pro Bono Spy Hunter.",Jorge Luis Villacorta Santamato,Jorge Luis Villacorta Santamato,8.5
7725,tt13314738,Das Spiel Endet,"When the head of a large corporation is murdered, the situation comes to a head. Markes is appointed his successor and Acun, his partner, supports him. The two real estate agents have to reckon with the police watching their every move.",Meto Ege,"Meto Ege, 
Marouan Badaoui, 
Silvio Scala, 
Muhammet Bahadir",8.4
7830,tt5360936,I Have a Bad Feeling About This,"'I Have a Bad Feeling About This', follows the exploits of Andy and Sam, two Star Wars obsessed slackers in their early twenties living in the suburbs of Liverpool. Sam is leaving Andy to ...                See full summary »",Alan Donohoe,"Alan Donohoe, 
Joe Hughes, 
Isla Ure, 
Tom Pooley",8.6
7868,tt4878184,Danger Diva,DANGER DIVA is a cyberpunk musical/thriller about a hard rocking singer who is coerced into becoming an electronically enhanced new-music diva by her high tech billionaire patron.,Robert McGinley,"Mike Dooly, 
Tim Gouran, 
Whitney Petty, 
MJ Sieber",8.4
7879,tt6687948,Icarus,"With his father being lost on a distant planet, a boy will have to grow up and stand against the dangers of a dying earth.",Alex Sequera,"Pere Roig Brualla, 
Alex García, 
Toni Meler, 
Jano Sanvicente",8.0
7933,tt2044863,Starship,"Bug wants to be a Starship Ranger, but there's one thing they are he's not... human! On a far off world, one small alien bug sets out to find love and save the universe! So get ready because the Future is Now!",Matt Lang,"Joey Richter, 
Brant Cox, 
Nick Lang, 
Lauren Lopez",8.2
7953,tt6801580,A Wish for Giants,"Sophie, a young volunteer, meets her kindred spirit in Roxie, a girl with a life threatening medical condition and a unique wish to meet Bigfoot.",Don Swanson,"Naysa Altmeyer, 
Alexa Mechling, 
Connor McClain, 
J.P. Edwards",8.0
7985,tt26626687,The Universal Quest,"""The Universal Quest"" is a sci-fi epic that takes the audience on a thrilling journey through the vast reaches of space. The film explores the mysteries of the universe and the search for ...                See full summary »",Juwel Chowdhury,"Juwel Chowdhury, 
Ricky Riyaf",10.0
8051,tt10108708,Zinga,"a giant alien come to earth from the fictional planet of DHANDOK. Why the alien comes to earth, lands in Rajasthan and what happens next forms the crux of the tale.",Jaishankar Chigurula,"Devan Sanjeev, 
Kasu Naveen Kumar, 
Sri Ram, 
Sir Priya",8.2
8102,tt6524276,Billy's Got a Bad Brain,Billy's got a bad brain - and he's not afraid to use it.,Tony Gaud,"Marvin LaViolette, 
Jennifer Ashley Snow, 
Helen Keaney, 
John Jacobs",8.2
8193,tt3919090,Plan 15: The Terror of the Time Machine,"President Ronald Reagan orders Regis Stanely to travel back in time to quash the 1917 Bolshevik Revolution in Russia before it begins. Using Dr. Clayburgh's time machine, Stanely encounters...                See full summary »","Scott Allen Nollen, 
Bart Aikens","Bart Aikens, 
John Jensen, 
Nina Mewes, 
Steve Noe",8.0
8347,tt13251838,TAWN-19,A vigilante group of conspiracy theorists do their best to sabotage the UK government's efforts to vaccinate the population against the TAWN-19 virus.,Tim Bryn Smith,"Danial Ahmer, 
Jemimah Allen, 
CC Anderson, 
Charles Andrews",8.2
8434,tt13751370,Stabiliti,Modern science takes a leap as Indian R&AW agents try to tackle a criminal mastermind who wreaks havoc across the country.,Goutham Kanade,"Sn Sethuram, 
Santhosh Karki, 
Niranjan Bellur, 
Nishantha Chandrakumar",9.0
8458,tt13833798,Death of a Rockstar,"""Yellow Submarine"" meets ""Rocky Horror Picture Show"" meets ""Tommy"" meets ""Jesus Christ Superstar"" in this fun, colorful, subversive, love letter to classic rock n' roll and 20th century American pop culture.",Röckët Stähr,"Abby Ahmad, 
Röckët Stähr",8.4
8460,tt1119205,Elixir,"Mistaken for a famous dancer, an alien travels to earth looking for an elixir with magical properties in order to compete in a futuristic dance competition.",David Miller,"Dave Clark, 
Kevin Howard, 
Todd Vittum, 
Margaret Marigold",8.4
8473,tt5588566,Black Petunia,A dystopian story about a corrupt government that is erasing people's memories through contaminated drinking water.,Spencer King,"Corey Lee-Martin, 
Breonna Phillips, 
Erica Shantel Carter, 
Brian Newman",8.0
8497,tt11243170,Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Genm vs. Lazer,Kuroto Dan has obtained the God Maximum Mighty X and the world falls into the chaos. Kiriya has found the key to face the power that not even Muteki can overcome and ready to face him.,Nobuhiro Suzumura,"Nicole Amber, 
Hiroki Iijima, 
Tetsuya Iwanaga, 
Shouma Kai",8.6
8523,tt4919886,Eternity Hill,"Eternity Hill takes place in a world of social media ubiquity, NSA surveillance, and technological wonder, where humans can now create virtual 'Denizens' of themselves that live on after ...                See full summary »","Alex Feldman, 
Marc Jozefowicz","Miguel Sandoval, 
Alex Feldman, 
E. Roger Mitchell, 
John Nielsen",8.2
8707,tt1454592,End,"In the face of an apocalyptic world, father and daughter are forced to grapple with their relationship while facing a pandemic that threatens to eliminate humanity. While the world decays ...                See full summary »",Meg Welch,"Pearce Akpata, 
Weston Cody, 
Lorn Conner, 
Lauren Dunacheck",8.0
8753,tt7274622,Bergmandlc,"The youth school mates, Andrej, Michael and Jessica, are stretched between the future (2028) and the past (2004), inside of the abandoned mine, where are confronted with the unknown ancient force.","Tilen Banko, 
Uros Zavodnik","Ahmet Begic, 
Thomas Bretis, 
Zdravko Cas, 
Pasa Dzambic",8.2
8761,tt7271958,3 Days on the Cross,"An apocalyptic survivor searches for his daughter in the Terlingua desert while two caseworkers, holed up in a bunker, watch and record his every move.",Aaron Martinez,"Nathan Martinez, 
Jordan Tanner, 
Luke Fowler, 
Mark Gibbons",8.4
8784,tt7604986,Minutia,"After Keith survives a terrible car crash, his life starts taking strange and unexpected turns.","Eric Arnouville, 
Johnny Clement","Eric Arnouville, 
Matt Keller, 
Peter Hoffpauir, 
Justin Faxon",8.4
8790,tt8908598,A Hero to the End,A tale of love and betrayal set in a post-apocalyptic world.,David Lussier,"Julianna Dzhyma, 
Vicki Murhead, 
Martin Simard",8.6
8869,tt16293944,The Best of the Lads 2021,The Best Of The Lads 2021 is the epic finale to the Pavilion Saga. With all collections and Modict videos released in 2021 all coming together to make the biggest and most ambitious collection to date.,Jack Vickers,"Jacob Fountain, 
Alex Wheeler, 
Joel Cain, 
George Grozier",8.1
8899,tt2136889,ED & The Awakening,"Can you imagine a world without Lizards? No you can't, because it doesn't exist.",Patrick Love,"Graham Bartholomae, 
Colleen Breen, 
Michael Calay, 
Aaron Caponigro",8.6
8925,tt6636716,Last Light of Orion,"Last Light of Orion. Emotional Sci/Fi, Drama.",Troy Pearce,"Andrew Sloey, 
Alexis Johnson, 
Jason Tobias, 
Susan Bennett",8.3
8935,tt6893214,The Day I Met Her,"Cinematic theories of fate, future, and dip-n-dots are put to the test as a lovelorn thirty something is suddenly thrown back into the past to relive a relationship over and over in an never-ending anomaly he can never escape.",Jimmy Humphrey,"Bennett Duckworth, 
Bekah Beran, 
Brandon Ingram, 
Rocko Jerome",8.1
8940,tt6272452,Rose-Colored,"Victoria's personal A.I., Klive, is only doing what his programming considers will benefit his user. It's his job to make sure she's happy, no matter what. Deep down, Victoria knows ...                See full summary »",Adam Cosco,"Eva Hamilton, 
Adam Huber, 
Jason Peter Kennedy, 
Mariana Novak",8.5
8989,tt13080534,Godzilla Apex,The dramatic conclusion to the Kaiju Century War Saga.,Raphael Cosme,"Raphael Cosme, 
Aaric Lupo, 
Samson Allen, 
James Cooley",8.0
8992,tt6452034,Awakening of 12 Strands,"This is a film that gives us an inside look into the hidden world of mystery and intrigue. A film that brings forth to us a powerful revelation of self-discovery. After some bad news, a ...                See full summary »",Sandra Daroy,"Advertising Agent, 
Sandra Daroy, 
Magdalena Guzina, 
Peter Hawkshaw",8.5
9028,tt2519256,R.E.D.D.,"The GRIMM Corporation has taken control of all planetary activity. Defying their laws one lone R.E.D.D Agent uses her combat skills and high tech weaponry to fight Monsters, battle Grimm Soldiers, and save earth from destruction.",Patrick A. Prejusa,"April Crum, 
Chris Plouffe, 
Amanda Elizabeth, 
Eve Butler",8.0
9045,tt6577538,Bijuli Machine,A story of two responsible minds and their quest for an alternative source of energy in a country plunged into darkness and turmoil.,Navin Awal,"Abhishek Subedi, 
Jeewan Adhikary, 
Jiban Bhattarai, 
Rajesh Hamal",8.3
9106,tt8076988,Vizhi Moodi Yosithaal,KG(K.G.Senthil Kumar) has a gift of seeing 5 minutes into his future. But he would not be able to see when he is intoxicated with alcohol or while he is sleeping. KG doesn't realise that he...                See full summary »,K.G. Senthil Kumar,"Amit Bhargav, 
Misha Ghoshal, 
K.G. Senthil Kumar, 
Nikita",8.2
9108,tt6505182,Cyborgs: Year 0,"Year 2045, the evil DHARSA CORPORATION creates advanced ""Human-clones-robots"" almost identical to humans and sell them as slaves of modern society. They are stronger, faster and smarter ...                See full summary »",Leonardo Corbucci,"Ashton Smiley, 
Anette Puskas, 
Q Fortier, 
Chris Allen",8.0
9248,tt6318156,Spider-Man: Commencement,A prequel which takes place two years before Spider-Man: Balance Act (2016),Cameron Dodd,"Mark Ricci, 
Cheryl De Luca, 
Ray Ulbikas, 
Kaleb Carmichael",8.2
9342,tt13998770,Who Wants to Live Forever?,"A young woman, Raf, seeks to create a world of digital immortality for all after becoming disillusioned with a discriminatory state-sponsored program of life extension.",Nicole Andreas,"Marina Khizhniakova, 
Alexandra Kravtsova, 
Anna Lutsenko, 
Michael Mostov",8.3
9354,tt7570134,Annette,A socially awkward nerd is reluctantly convinced by his friend to visit a local pub. Unfortunately their day is ruined by the appearance of a giant reptilian monster.,Richard Dursley,"Janey Hayes, 
Alex Nunns, 
Daz Thomas, 
Richard Thompson",8.1
9606,tt5355706,The Man from Ruin,"After a series of unexpected UFO crash landings on the planet Earth, a large portion of life slowly and mysteriously went extinct. We follow a man that struggles for survival, as he gathers...                See full summary »",Joel Shelton,"Devanshu Agrawal, 
Joseph Higgins",8.2
9610,tt8125118,Wolf 359 Live: Deep Space Survival Procedure and Protocol,"Performed on December 19th, 2015, the Alchemical Theatre Laboratory in New York City, Deep Space Survival Procedure and Protocol was the first live performance of Wolf 359. Featuring all ...                See full summary »",Gabriel Urbina,"Cecilia Lynn-Jacobs, 
Milo Scott, 
Emma Sherr-Ziarko, 
Michaela Swee",8.5
9689,tt4610490,Space Pirates,"In a galaxy, a group of aliens are sent on a secret mission to save their planet from a black hole, upon arriving at their destination, an asteroid collides with their vessel causing the ...                See full summary »",Adam Haus,"Kyle Haus, 
Patrick J. Baumann, 
Christopher Paul Hannan, 
Adam Haus",8.0
9768,tt6325386,Omni: Verse,"Showcasing 15 short films from NYC's most innovative emerging filmmakers, OMNI:VERSE explores alternate realities, sci-fi themes, and worlds that could have been, if only the rules of the ...                See full summary »","Grier Dill, 
Sean Gill, 
Julie Gomez, 
Mike Holt, 
Carl Conway Maguire, 
Alex Meyers, 
Robyn Nielsen, 
Adam Sacks, 
Suzi Sadler, 
Evan Shafran, 
Timmy Wood, 
Tessa Greenberg","Jeremy Bent, 
Nate Dern, 
Brian Faas, 
Julie Gomez",8.0
9774,tt5197250,Captives,"Amy Peters went missing 6 weeks ago. With no leads and no suspects, Jonathan Reed and others do what they must to find Amy. But what they discover is the start of a dark and dangerous path ...                See full summary »",Baron Redman,"Bill Butts, 
Jackie Cain, 
Cameron Cox, 
Colby Craig",8.2
9784,tt6000692,Clear Skies 2,"Once again, the crew of Clear Skies find themselves embroiled in Smith's machinations as a rescue mission turns into a race against time for JR, Sol and Charlie.",Ian Chisholm,"Darren Blake, 
Andrew Carter, 
Ian Chisholm, 
Kevin Dewane",8.5
9795,tt6875006,Return of the Robo-Mummy from Outer Space Part 7,The Robo-Mummy returns from outer space to find a human female to serve as the vessel for his resurrected bride.,Mathew Kister,"Clint Beaver, 
Anastasia August, 
Julia Farrell, 
Mark Popejoy",8.4
9845,tt5947332,Cryptic Road,"A struggling writer, with mind reading ability, finds a subject whose story can bring him the fame and money he always craved for. The thrill begins when his mind clashes with one of his kind.","Moosa Saleem, 
Hardik Kapadia","Vijay Ashok Sharma, 
Aastha Gautam, 
Akshay Loomba, 
Gaurav Aryan Naidu",8.3
10044,tt13654782,Veneer,Suburban cocaine dealer Dominic Willis navigates the COVID-19 pandemic while carrying out his ultimate plan.,Max Aguiar,"Bill Collins, 
Logan Diemert, 
Anna Lindstrom, 
Alex Pace",8.5
